budget,dataset,mean_accuracy,mean_avg_actions,mean_avg_expansions,mean_avg_verifications,mean_budget_exhaustion_rate,method,n_rows,std_accuracy,std_avg_actions,stderr_accuracy,stderr_avg_actions
8,EleutherAI/hendrycks_math,0.3888888888888889,4.277777777777778,2.5555555555555554,1.7222222222222223,0.25,strict_coupled_tie_aware_promoted,3,0.048112522432468836,0.8221471437193745,0.027777777777777794,0.4746668747398628
8,EleutherAI/hendrycks_math,0.3611111111111111,6.0,3.0,3.0,0.0,verifier_guided_search,3,0.048112522432468836,0.0,0.027777777777777794,0.0
10,EleutherAI/hendrycks_math,0.4166666666666667,5.444444444444444,2.9722222222222228,2.4722222222222223,0.24999999999999997,adaptive_budget_guarded,3,0.08333333333333334,1.7956995954326649,0.04811252243246882,1.0367476448067512
10,EleutherAI/hendrycks_math,0.36111111111111116,3.9444444444444446,3.9444444444444446,0.0,0.0,reasoning_beam2,3,0.2097176232019653,0.3367876570272816,0.12108052620946318,0.1944444444444444
10,EleutherAI/hendrycks_math,0.6111111111111112,2.027777777777778,2.027777777777778,0.0,0.0,reasoning_greedy,3,0.1272937693043289,0.3367876570272817,0.07349309197401642,0.19444444444444445
10,EleutherAI/hendrycks_math,0.7222222222222222,8.805555555555555,6.0,2.8055555555555554,0.3888888888888889,self_consistency_3,3,0.048112522432468836,0.048112522432469156,0.027777777777777794,0.027777777777777977
10,EleutherAI/hendrycks_math,0.4166666666666667,5.444444444444444,2.9722222222222228,2.4722222222222223,0.24999999999999997,strict_coupled_tie_aware_promoted,3,0.08333333333333334,1.7956995954326649,0.04811252243246882,1.0367476448067512
10,EleutherAI/hendrycks_math,0.4444444444444445,7.75,4.75,3.0,0.0,verifier_guided_search,3,0.20971762320196524,0.4409585518440984,0.12108052620946315,0.25458753860865774
6,Hothan/OlympiadBench,0.6666666666666666,3.222222222222222,2.305555555555556,0.9166666666666666,0.16666666666666666,adaptive_budget_guarded,3,0.16666666666666669,0.8910563851303023,0.09622504486493764,0.5144516438181149
6,Hothan/OlympiadBench,0.7222222222222223,4.3055555555555545,4.3055555555555545,0.0,0.3333333333333333,reasoning_beam2,3,0.1272937693043289,0.2097176232019654,0.07349309197401642,0.12108052620946325
